effect_bundles_tables	3
key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect
wh2_main_faction_boost_reward_preview_level2_rats	The ratties are the most enjoyable Waaagh!-fodder, happy to throw their lesser minions to their deaths in the face of an onslaught.\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Bigga Ratties Trophy.[[/col]]	Trophy Preview: Kill da Ratties!	faction	1	waaagh_reward_rats.png	false
wh2_main_faction_boost_reward_preview_level2_undead	Show these Undead gits that not even the greatest necromantic powers can withstand annihilation at the hands of a Waaagh!!\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Bigga Bonies Trophy.[[/col]]	Trophy Preview: Kill da Bonies!	faction	1	waaagh_reward_undead.png	false
wh2_main_faction_boost_reward_preview_level3_chaos	These gits love to fight as much as you do and are sure to give the Waaagh! a right good scrap!\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Biggest Spiky Gits Trophy.[[/col]]	Trophy Preview: Kill da Spiky Gits!	faction	1	waaagh_reward_chaos.png	false
wh2_main_faction_boost_reward_preview_level3_dwarfs	The only good stunty is a dead stunty, or a dying stunty who tells you where to find his mates.\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Biggest Stunties Trophy.[[/col]]	Trophy Preview: Kill da Stunties!	faction	1	waaagh_reward_dwarfs.png	false
wh2_main_faction_boost_reward_preview_level3_elves	Most of Elf-kind 'stink funny' to the gobbos, but their gaudy armaments and long limbs will be broken by the Waaagh! all the same!\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Biggest Skinnies Trophy.[[/col]]	Trophy Preview: Kill da Stinky Skinnies!	faction	1	waaagh_reward_elves.png	false
wh2_main_faction_boost_reward_preview_level3_greenskins	If they’re not with the Waaagh!, they’ll get killed by the Waaagh!! And eaten, of course.\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Biggest Boyz Trophy.[[/col]]	Trophy Preview: Kill da Boyz!	faction	1	waaagh_reward_greenskins.png	false
wh2_main_faction_boost_reward_preview_level3_humans	Nothing like bashing in a few soft man-skulls to satisfy a Waaagh!’s bloodlust!\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Biggest Humies Trophy.[[/col]]	Trophy Preview: Kill da Humies!	faction	1	waaagh_reward_humans.png	false
wh2_main_faction_boost_reward_preview_level3_lizards	Lizardmen are unfathomable gits, but can still be shown the brutal simplicity of a full-blown Waaagh!!\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Biggest Scalies Trophy.[[/col]]	Trophy Preview: Kill da Scalies!	faction	1	waaagh_reward_lizards.png	false
wh2_main_faction_boost_reward_preview_level3_rats	The ratties are the most enjoyable Waaagh!-fodder, happy to throw their lesser minions to their deaths in the face of an onslaught.\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Biggest Ratties Trophy.[[/col]]	Trophy Preview: Kill da Ratties!	faction	1	waaagh_reward_rats.png	false
wh2_main_faction_boost_reward_preview_level3_undead	Show these Undead gits that not even the greatest necromantic powers can withstand annihilation at the hands of a Waaagh!!\n\n[[col:green]]Completing your current Waaagh! will reward you with Da Biggest Bonies Trophy.[[/col]]	Trophy Preview: Kill da Bonies!	faction	1	waaagh_reward_undead.png	false
wh2_main_faction_boost_reward_preview_lizards	Lizardmen are unfathomable gits, but can still be shown the brutal simplicity of a full-blown Waaagh!!\n\n[[col:yellow]]Left-click to target this faction. The stronger the faction’s rank, the higher the values of the trophy’s effects.[[/col]]	Trophy Preview: Kill da Scalies!	faction	1	waaagh_reward_lizards.png	false
wh2_main_faction_boost_reward_preview_rats	The ratties are the most enjoyable Waaagh!-fodder, happy to throw their lesser minions to their deaths in the face of an onslaught.\n\n[[col:yellow]]Left-click to target this faction. The stronger the faction’s rank, the higher the values of the trophy’s effects.[[/col]]	Trophy Preview: Kill da Ratties!	faction	1	waaagh_reward_rats.png	false
wh2_main_faction_boost_reward_preview_undead	Show these Undead gits that not even the greatest necromantic powers can withstand annihilation at the hands of a Waaagh!!\n\n[[col:yellow]]Left-click to target this faction. The stronger the faction’s rank, the higher the values of the trophy’s effects.[[/col]]	Trophy Preview: Kill da Bonies!	faction	1	waaagh_reward_undead.png	false
wh2_main_faction_trait_dark_elves	 	 	faction	1	food.png	false
wh2_main_faction_trait_high_elves	 	 	faction	1	food.png	false
wh2_main_faction_trait_lizardmen	 	 	faction	1	food.png	false
wh2_main_faction_trait_lizardmen_nakai	 	 	faction	1	food.png	false
wh2_main_faction_trait_rogue	 	 	faction	1	food.png	false
wh2_main_faction_trait_skaven	 	 	faction	1	food.png	false
wh2_main_hef_intrigue_court_of_the_sea_third	A loud word, spoken in court, should be enough to silence their rudeness. At least for now.	Publicly chide them	faction	1	disaster.png	true
wh2_main_hef_intrigue_favour_of_the_phoenix_first	Caledor are powerful and mystical; they must be placated.	Favour Caledor	faction	1	magic.png	true
wh2_main_hef_intrigue_favour_of_the_phoenix_fourth	Sycophancy is enraging. The Phoenix King shall have no part in it!	Show no favour	faction	1	intrigue.png	true
wh2_main_hef_intrigue_favour_of_the_phoenix_second	Ellyrion are fine cavalrymen and loyal; do not do them a disservice.	Favour Ellyrion	faction	1	charge.png	true
wh2_main_hef_intrigue_favour_of_the_phoenix_third	Cothique is the first line of coastal defence; do not let them wallow in insignificance.	Favour Cothique	faction	1	defence.png	true
wh2_main_hef_intrigue_in_fighting_second	The Yvresse struggle is never forgotten, and their garrison aided at any cost.	Quietly confide in Yvresse	faction	1	treasury.png	true
wh2_main_hef_intrigue_in_fighting_third	At court, the Phoenix King decries both as working against the unity of Ulthuan, hoping to shame them into silence.	Publicly condemn them	faction	1	morale.png	true
wh2_main_hef_intrigue_life_in_the_lagoon_fourth	What they do in the shadows is their own business.	Leave them be	faction	1	growth.png	true
wh2_main_hef_intrigue_retainer_of_power_fourth	What the King hears, and when, is irrelevant. Supreme authority is his, always!	Ignore the power games	faction	1	income.png	true
wh2_main_hef_intrigue_retainer_of_power_third	Although unorthodox, the Phoenix King can move through court alone with a personal touch. Undermining the seneschal neuters his power elegantly.	Circumvent the seneschal	faction	1	morale.png	true
wh2_main_hef_intrigue_signed_sealed_delivered_third	Tell him without telling him - if he seals documents out of sight, the paper trail will soon reveal his corruption.	Demand they are sealed in the royal presence	faction	1	campaign_movement.png	true
wh2_main_hef_intrigue_the_folly_of_youth_fourth	Let the court deal with the court's issues, and may the Mother guide him…	Allow him to be damned	faction	1	morale.png	true
wh2_main_hef_intrigue_the_folly_of_youth_third	The boy will be told, sternly, and hopefully he will think better in future.	Privately chide him	faction	1	treasury.png	true
wh2_main_hef_intrigue_they_who_whisper_second	You played the game, and you got caught; too bad. Goodbye.	Fire the messenger	faction	1	income.png	true
wh2_main_hef_intrigue_they_who_whisper_third	The Phoenix King demonstrates that he is above the games of court by publicly shaming this messenger.	Denounce the messenger	faction	1	income.png	true
wh2_main_hef_intrigue_wed_to_etiquette_first	Weddings are boring. The Phoenix King has no intention of attending.	Politely decline	faction	1	campaign_movement.png	true
wh2_main_hef_intrigue_whispers_of_the_mourning_chorus_first	Every Elven death is a tragedy. The Phoenix King feels compelled to say something.	Speak at the burial	faction	1	military_spending.png	true
wh2_main_hef_intrigue_whispers_of_the_mourning_chorus_fourth	The boy was a fool, and his death was justified. We shall not attend.	Do not attend	faction	1	treasury.png	true
wh2_main_hef_intrigue_you_can_dance_third	Promote unity by having the two rivals dance together.	Insist that Chrace and Ellyrion dance together	faction	1	income.png	true
wh2_main_incident_all_agent_action_chance_up	A new training regimen for your Heroes teaches them to veil their intent beneath a sheen of civility. After all, a killer with the manners of a rabbit is the most dangerous kind. The chances of successful Hero actions have now improved.	Lethal Etiquette	faction	1	agent.png	true
wh2_main_incident_all_agent_action_cost_down	The example you set is inspirational. The Heroes under your command are proud to carry out your will, and do so eagerly. The cost for all Hero actions has fallen.	Grateful Paragons	faction	1	treasury.png	true
wh2_main_incident_all_campaign_movement_down_replenish_up	In a drive to improve combat stamina across your armed forces, the High Quartermaster has been experimenting with new ration combinations. His latest concoction is a bowel-addling patty of horse flesh, pickled fish and Forest Spider spinnerets, served between toasted discs of sweetened bread. They haven't a clue what they're eating but the troops can't get enough. Army replenishment is up, but due to frequent toilet stops, movement range is down.	Mystery Meat	force	1	replenishment.png	true
wh2_main_incident_all_campaign_movement_up	A conclave of your generals has struck upon the notion of pressing popular musicians into military service. This has come as a shock to the performers in question, but has proved an instant hit with the troops and they’re marching harder than ever before. Army movement range has increased!	Gifted Musicians	faction	1	campaign_movement.png	true
wh2_main_incident_all_construction_cost_down	Your traders have excelled themselves! An over-abundance of quality building materials has appeared on the market, reducing construction costs.	Araby Sandstone	faction	1	treasury.png	true
wh2_main_incident_all_construction_cost_up	The ferocious foreman of your logging operation has been applying the whip with unseemly zeal. Workers are vacating the camps en masse and timber production is dwindling, driving up the construction costs.	Brutish Overseer	faction	1	treasury.png	true
wh2_main_incident_all_gdp_down	The cheap, brittle mortar in your production centres is showing its age. Repair crews have been dispatched but the remedial work is disruptive, and income from your buildings has suffered as a result.	Shoddy Workmanship	faction	1	income.png	true
wh2_main_incident_all_gdp_up	A thaumaturgist in one of your provinces has been tasked with squeezing greater profit from industrial processes. Lost in thought one day while inspecting a smelting plant, he slipped and plunged into the roiling slag. His death was not in vain however, as the smelters discovered that the introduction of osseous matter worked to strengthen the metal, raising its value; profits are up factionwide!	A Bone To Pick	faction	1	military_spending.png	true
wh2_main_incident_all_growth_up_greatly_gdp_down	A charismatic soothsayer has impassioned the locals in this province with his doctrine of vigorous procreation. While the population is sharply rising, an exhausted workforce is a not a productive one.	Fertility Rites	province	1	growth.png	true
wh2_main_incident_all_melee_attack_up	This army has undertaken a rigorous new training regime focused on frontline combat, yielding excellent results. All units now have improved melee attack capabilities.	Training Dummies	force	1	melee.png	true
wh2_main_incident_all_melee_defense_up	You have instituted defensive training for this army's troops, teaching them to better anticipate incoming blows. All units now have improved melee defence capabilities.	Defensive Drills	force	1	defence.png	true
wh2_main_incident_all_public_order_down_greatly_recruitment_cost_down_greatly	Conflict in a nearby region has driven the inhabitants into your territory. This has greatly increased local tensions, but represents a rich source of cheap manpower for their armies.	Refugee Influx	province	1	public_order.png	true
wh2_main_incident_all_ranged_weapon_damage_up	New targeting techniques have been introduced to your armies' training regimens, teaching the troops to focus on the enemy's weak points. Damage from missile weapons has increased factionwide as a result.	Aim For The Head!	faction	1	ranged_damage.png	true
wh2_main_incident_all_recruitment_cost_up_unit_exp_up	A recent clutch of reports regarding ill-discipline in the lower ranks is cause for concern. Clearly, clods are being hired - this has to stop! Recruitment costs have risen accordingly, but new recruits begin two ranks higher.	Be the Best!	faction	1	military_spending.png	true
wh2_main_incident_all_replenish_rate_down_recruitment_cost_down	A caprice of nature or something more sinister? Either way, this unusually long spell of bitter weather is taking its toll on your armed forces. Replenishment is down, but the appeal of guaranteed rations means new recruits are clamouring to join up, driving down recruitment costs.	Unseasonable Weather	faction	1	military_spending.png	true
wh2_main_incident_all_wom_down	Seeking the gift of regeneration, an imprudent cabal of young magic-users has been dabbling in Ogre gastromancy. But disaster strikes, as they inadvertently summon the Great Maw itself! Smacking its lips with delight at the banquet laid out before it, the Maw devours the hapless sorcerers where they stand and disappears with a satisfied belch. This arcane upheaval has sapped the Winds of Magic factionwide!	A Final Supper	faction	1	magic.png	true
wh2_main_incident_all_wom_up	A microscopic fissure has opened between the material world and the Realm of Chaos. It is a fleeting event, quite beneath the notice of even the gods, but potent enough to invigorate the Winds of Magic power reserve.	Evanescent Rift	faction	1	magic.png	true
wh2_main_incident_all_wom_up_greatly_miscast_rate_up	The Great Warding teeters on its axis and weakens for a moment. Before it recovers, the Winds of Magic burst forth in a  tumultuous gyre around your army, greatly boosting their power reserve but increasing the likelihood of miscasts.	Volatile Vortex	force	1	magic.png	true
wh2_main_incident_cold_one_recruitment_cost_down_campaign_movement_range_up	The last Cold One spawning yielded a rare strain, gifted with some notion of your venerable race's plight in their tiny brains. These beasts are so eager to fight for you that they barely need taming, and their urgency means that friendly infantry must trot to keep up. As a result, recruitment costs for Cold One cavalry units have fallen and army movement range has increased factionwide.	Cold Vengeance	faction	1	campaign_movement.png	true
wh2_main_incident_def_army_morale_down_recruitment_cost_up	A bitter blood-feud between two lieutenants in this army - one feared and respected, the other universally loathed - has been swiftly dealt with. Perhaps too swiftly, for in his rage, the wrong Elf was slain. As a result, the army's leadership has fallen and recruitment costs have risen too.	The Quick & The Dead	force	1	morale.png	true
wh2_main_incident_def_army_morale_up_public_oder_increase_province	A highborn Lord of Ulthuan has been captured along with his honour-guard. Naturally, they are being paraded around this province in chains before their inevitable - and exquisitely slow - public execution. The local inhabitants are ecstatic at this delicious turn of events, resulting in local improvements to public order and army leadership.	Schadenfreude	province	1	public_order.png	true
wh2_main_incident_def_building_cost_down	Uncommonly clement weather has driven the gargantuan denizens of the seas further north, resulting in an easy season of raiding and pillaging across the ocean for the reavers. Now, the streets of Karond Kar throng with fresh slaves, ripe and ready to be distributed around Naggaroth. Due to this influx of fresh labour, building costs have decreased factionwide.	A Surfeit of Slaves	faction	1	treasury.png	true
wh2_main_incident_def_cold_one_melee_attack_up	A Cold One breeder, reputed for his voracious pit-fighting animals, has exploited his trade-contacts to acquire certain rare fungi used by the Night Goblins. Thus dosed, his enraged creations are unstoppable against regular stock. In fact the compound is so effective than none will now bet against the beasts; there's just no sport in it! The pit-owners refuse to field them and sales have fallen off a cliff, so the breeder has offered you his surfeit of reeking 'shrooms. The answer, quite obviously, is "Yes!" Duly dosed, his Cold One units now have enhanced melee attack capabilities factionwide.	A Sporting Chance	faction	1	melee.png	true
wh2_main_incident_def_death_hag_witch_elves_recruitment_cost_down_exp_up	Crone Hellebron has ordered Death Night be extended by two further nights this year. The streets of Har Ganeth are awash with blood and viscera as its inhabitants release their pent-up, year-long furies in a breathtaking orgy of bloodletting. As a result, Death Hag and Witch Elf recruitment costs have fallen, and their starting experience level has increased.	Three Nights In Hell	faction	1	experience.png	true
wh2_main_incident_def_raid_sack_income_up	A fashion for devising new and more exquisite forms of torture has developed among the lower ranks, and they are practicing it every chance that they get! A tongue under duress may reveal many secrets, after all. As one might expect, the income from raiding and sacking has increased factionwide.	Pain Makers	faction	1	treasury.png	true
wh2_main_incident_def_research_rate_up	Following successful raids on key targets in enemy lands, a number of enemy intellectuals have been 'acquired'. With a little persuasion, their skills and experience have been harnessed - they have been put to work improving the level of technology available to you in order that he might score further victories over the hated foe and bring about rightful Druchii supremacy. Just as you intended, the rate of research has increased factionwide, and requiring very little effort from anyone other than the slaves, whose lot it is to suffer and die!	Noses to the Grindstone	faction	1	technology.png	true
wh2_main_incident_hef_building_cost_down	A sheaf of Elven architectural manuscripts dating from the reign of Caradryel have been discovered by your spies in the Old World. They detail techniques long forgotten, espousing principles so old as to be new again. As a result, building costs have decreased factionwide.	The Old Ways	faction	1	treasury.png	true
wh2_main_incident_hef_campign_movement_up	The earth is more ancient than the Elven race, and seems to favour your primacy. Perhaps it divines the gravity of the mission, and in turn reduces its own, for their troops find marching is easier and less tiring than was previously the case. Campaign movement ranges have increased factionwide as a result.	The Grateful Earth	faction	1	campaign_movement.png	true
wh2_main_incident_hef_morale_down_recruitment_cost_increase	One of this army's lieutenants has attempted to curry favour with his captain using the largesse of his family's estate. The offer turned sour when the captain, looking more deeply into his subordinate's background, discovered his house to be a distant ally of Morathi. Publicly denouncing the Lieutenant - who has since left the service - should have worked, but the army's reputation has been harmed beyond immediate repair. Army leadership has fallen, and recruitment costs have risen as a result of this shame.	An Intrigue Backfires	force	1	morale.png	true
wh2_main_incident_hef_morale_up_melee_defense_up_against_def	An exquisitely penned history of the Phoenix Lord Bel Shanaar has become widely popular. This artful blending of poetry and prose has caught the imagination of the people and has awakened within them a fresh hatred for Malekith and the foul betrayals of the Druchii. As a result, leadership and melee attack capabilities when facing Dark Elves have risen factionwide.	A Tale of Treachery	faction	1	morale.png	true
wh2_main_incident_hef_morale_up_public_order_up	This province has declared a month of celebration in honour of the Everqueen. With poignant theatre, public dances, contests of wit, great feasts and a host of other cultural events. Hearts are lightened and the cares of the world fall way, if only briefly - for now, public order and army leadership have risen in this province.	Festival of Alarielle	province	1	public_order.png	true
wh2_main_incident_hef_phoenix_recruitment_cost_down	In a expression of deep and abiding respect for their winged mounts, a detachment of Phoenix Guard has journeyed to the Shrine of Asuryan, and performed a ritual to Aqshy, the Wind of Fire. Thus invigorated, Aqshy blows hard and fierce, in turn suffusing the Flamespyre Phoenixes with a newfound vitality. Even the Frostheart Phoenixes are impressed with this gift to their younger brethren. As a result, Phoenix recruitment costs have fallen factionwide.	Invigorating Aqshy	faction	1	military_spending.png	true
wh2_main_incident_hef_replenish_rate_up	A mage wielding the Lore of Life has agreed to travel with this army, but on condition that he does not have step foot near a battlefield. He reserves his art for the aftermath and, while prevention is always better than cure, it's hard to argue with his results. Following his recruitment, this force now has an enhanced replenishment rate.	Contextual Healing	force	1	replenishment.png	true
wh2_main_incident_hef_research_rate_up	Many years ago an old and respected seer disappeared into the Dragon Spine Mountains. Trackers were sent and a rescue expedition assembled, but to no avail. He was given up for lost... until now. His recent reappearance at  Caledor has prompted great rejoicing, and it transpires he spent his time in deep communion with an ancient Star Dragon who, sensing a kindred spirit, taught him much about the world's hidden Warp. As a result, your research rate has increased factionwide.	Wisdom of the Ancients	faction	1	technology.png	true
wh2_main_incident_lzd_building_cost_down	A reputed Skink artisan has been dispatched to oversee construction work throughout your provinces. His guidance has highlighted where efficiency is lacking and savings may be made. Building construction costs have now decreased factionwide.	Master Mason	faction	1	treasury.png	true
wh2_main_incident_lzd_morale_down_recruitment_cost_up	It is whispered that elements of this army once visited Quetza, the defiled city, and were irrevocably changed by what they saw. Such rumours have reached fever-pitch of late and the Slann would do well to quash them! This army now suffers low leadership and increased recruitment costs.	Quetza's Curse	force	1	morale.png	true
wh2_main_incident_lzd_morale_up_public_order_up	Fragments of an ancient tablet have been unearthed, chronicling matters from the age of the Old Ones. This is a cause for great celebration - both leadership and public order have risen here!	A Ray of Hope	province	1	public_order.png	true
wh2_main_incident_lzd_public_order_up_temple_guard_recruitment_cost_down	A new decree has been passed, venerating the ever-vigilant Temple Guard. Performing displays of their peerless halberd mastery in the central plazas of the temple-cities, they swell with pride for their calling and your people are energised like never before. Temple Guard recruitment costs have fallen and public order has risen factionwide as a result.	The Servants of Quetzl	faction	1	religion.png	true
wh2_main_incident_lzd_recruitment_cost_up_starting_exp_up	There are many veterans in your empire, employing the skills they learned through armed service in the civic sphere. Engineering, geology, cartography… these are noble and useful pursuits, but war beckons! Perhaps the time has come to re-acquaint them with their blades? Recruitment costs and starting experience have both increased factionwide as a result.	Rouse the Veterans!	faction	1	military_spending.png	true
wh2_main_incident_lzd_research_rate_up	In pursuit of greater knowledge, the Skink Chiefs have been urging their artisans and engineers to meditate upon Ten-Zlati, the finder of the Lost Plaques, and to emulate his thirst for understanding. As a result, technology research rates have increased.	The Spirit of Ten-Zlati	faction	1	technology.png	true
wh2_main_incident_monster_recruitment_cost_down	A battle-scarred Saurus Oldblood has come to your attention at the urging of the Mage-Priests. More feral than his brethren, he has a natural empathy with the great beasts of Lustria, who rally to him as one of their own. With much fasting and meditation, others are learning to commune in this fashion. As a result, recruitment costs for monstrous creatures have fallen factionwide.	Monstrous Kinship	faction	1	military_spending.png	true
wh2_main_incident_port_income_down	Your trade supervisor has recommended slashing import duties at ports throughout the empire. Trade is booming as a result, and many Nobles approve of  this action, though it means less taxes for Elven coffers. As a result, influence has risen but port income has fallen, factionwide.	Lighter Levies	faction	1	treasury.png	true
wh2_main_incident_replenish_rate_up_campaign_movement_up	Faced with yet more bland rations, this army has turned to the dark practice of cannibalism... with the hearty blessing of its catering corps, of course. Now, once a battle has been won, limbs of the slain are being enthusiastically collected, salted and cured for the long road ahead, with the troops thriving on these most morbid of provisions. Replenishment rate and army movement range have increased as a result.	Unnatural Vigour	force	1	campaign_movement.png	true
wh2_main_incident_skv_building_cost_down	The clan's Warlock Engineers have found an ingenious use for their ailing slaves… bones are ground into a rich cement, making for an endless supply of mortar. Due to this most excellent development, building costs have decreased factionwide.	Grist for the Mill	faction	1	treasury.png	true
wh2_main_incident_skv_campaign_movement_range_increase	The slavemasters have been issued with a new style of lash coated with hundreds of tiny venomous barbs. Fearing its burning lacerations, the Skavenslaves are stepping up the pace. Naturally, army movement capacity has now increased factionwide.	Spiky Whips	faction	1	campaign_movement.png	true
wh2_main_incident_skv_monster_unit_recruitment_cost_down_growth_down	Reports are rife of Rat Ogres, Hell Pit Abominations and other monstrous units devouring the Skaven around them without warning. Is this the work of some foul saboteur from without? A rival who seeks to upset your rule perhaps? As a result of this outrage, recruitment costs for monstrous units have fallen but growth has taken a factionwide hit also.	The Black Hunger	faction	1	military_spending.png	true
wh2_main_incident_skv_morale_down_recruitment_cost_up	Scurrilous rumours regarding this army's quartermasters abound. They issue the worst weapons and armour, keeping the best for themselves; they skim the rations and worse yet whisper mockeries of the Great Horned Rat! The rank-and-file are restive, and it's becoming increasingly expensive to bribe newcomers into joining - army leadership is down, and recruitment costs have risen.	On the Fiddle	force	1	morale.png	true
wh2_main_incident_skv_morale_up_public_order_up	This province has seen record-sized litters in recent years and the population is booming. Packs of Skavenslaves and Clanrats swell and, as every young buck knows, there is strength in numbers. Both leadership and public order in the province have risen as a result of this good news.	Brand New Mischief	region	1	public_order.png	true
wh2_main_incident_skv_raid_sacking_income_up	Torture detachments have been deployed across your armed forces. While the Clanrats troops scavenge for goods and provisions, they set to work on the local inhabitants, clawing the locations of secret stashes and caches from their hapless subjects. Raiding and sacking income have both increased factionwide as a result of this excellent plan.	Torturers Deployed	faction	1	treasury.png	true
wh2_main_incident_skv_replenish_up	The green Warp-glow of Morrslieb, the evil moon, waxes sick and bright above this army. The Clanrats are invigorated by its viridescent energies, recovering from their wounds and replacing their numbers more swiftly than usual. Army replenishment rate has increased due to the great, weird moon's baleful influence.	Morrslieb's Blessing	force	1	replenishment.png	true
wh2_main_incident_skv_research_rate_up	The Council of Thirteen has decreed that the Warlock Engineers must step up their research efforts - on pain of death! A breathtakingly grisly list of execution methods has been circulated, each devised by the twelve earthbound Council-members, the thirteenth being, simply, a sacrifice to the Horned Rat. Unsurprisingly, your research rate has increased factionwide!	Thirteen Ways to Die	faction	1	technology.png	true
wh2_main_incident_skv_siege_time_down	A new form of directed explosive has been devised specifically for weakening walls. Your sappers have been trained to burrow deep beneath the foundations before placing the bombs for best effect. Few survive the perilous process but no matter, for these new weapons are proving highly effective - enemy siege holdout time has been reduced factionwide.	Shaped Petards	faction	1	siege_attack.png	true
wh2_main_incident_skv_warp_unit_recruitment_cost_down	Burrowing and delving deep beneath the Vaults, your miner-prospectors have unearthed a vast Warpstone geode, untouched since the Great Catastrophe! This motherlode is the richest source seen in many years, and Warp-technology unit recruitment costs have fallen factionwide as a result of this enormous boon.	Warpstone Geode	faction	1	treasury.png	true
wh2_main_incident_trade_income_up	Your silver-tongued traders are outdoing themselves; they could sell a beard to a Dawi and make it seem a luxury! Now, the holds of your trade-ships are packed to the gunwhales with exotic goods and levies are at an all-time high. As a result of this mercantile excellence, trade income has increased factionwide.	Mercantile Eloquence	faction	1	edict_stimulate_trade.png	true
wh2_main_lord_trait_def_morathi_hag_sorceress_of_ghrond	Morathi's entire existence has been one of scheming and manipulation. Who knows how many of Aenarion's darker deeds sprang from seeds she planted within his mind, or how the history of the Elves might have been different had he not taken her as wife?	Hag Sorceress of Ghrond	faction	1	character.png	false
wh2_main_lord_trait_hef_teclis	Teclis is Tyrion's twin brother, but two more different siblings would be hard to find. Where the curse of Aenarion has yet to leave an obvious mark upon Tyrion, it has made his brother frail and caustic.	High Loremaster	faction	1	character.png	false
wh2_main_lord_trait_hef_tyrion	Prince Tyrion is the High Elves’ greatest living warrior. So valiant and skilled is he that the bards of Ulthuan sing that he is nothing less than Aenarion reborn - a tale that is given credence far beyond Ulthuan's shores.	Majesty of Ulthuan	faction	1	character.png	false
wh2_main_lord_trait_lzd_kroq_gar	Kroq-Gar is an ancient Saurus, the last remaining warrior from the now ruined temple-city of Xhotl. The spawning that brought him into the world also produced a handful of other Saurus, each marked for greatness.	Last Defender of Xhotl	faction	1	character.png	false
wh2_main_lord_trait_lzd_lord_mazdamundi	Lord Mazdamundi is the oldest and most powerful of the living Slann Mage-Priests. At the Dawn of Creation, he was instructed by none other than Lord Kroak himself.	Lord of the Solar-City	faction	1	character.png	false
wh2_main_lord_trait_malekith_black_council	The Witch King is the supreme ruler of Naggaroth, and the eternal enemy of the High Elves. Long ago, he sought to claim Ulthuan's crown, but the Flames of Asuryan left him scarred by fire and twisted with hatred.	Witch King of Naggaroth	faction	1	character.png	false
wh2_main_lord_trait_skv_lord_skrolk	That Lord Skrolk walks the world is an affront to nature and a sign of the power of the Great Horned Rat. Plants wither and die where Skrolk treads, and the very air about him seems to congeal and darken, as if stained by his baleful presence.	Radiant Corruption	faction	1	character.png	false
wh2_main_lord_trait_skv_queek_headtaker_monstrous_ego	"Yes, yes, Queek's plan, Queek's triumph. Others just following orders. Grovel before glorious Lord Queek!"	Monstrous Ego	faction	1	character.png	false
wh2_main_lzd_a_deadly_price_first	It is as though the Old Ones themselves speed your troops to ever-greater victories over the foe… until they fall, and become abominations unworthy of their sacred legacy and the Great Plan.	Employ the ritual	faction	1	religion_undeath.png	true
wh2_main_lzd_a_tainted_bounty_first	Truly this material is a gift from the Old Ones - a bounty that will wipe the enemies of the Great Plan from this world! If only it had not been warped in the aeons since…	Accept this gift	faction	1	ranged_damage.png	true
wh2_main_lzd_ancient_skills_first	Such noble structures will stand while lesser buildings fall! Their swift construction will better serve the Old Ones' Great Plan for the world.	Use the wisdom of the Old Ones	faction	1	construction.png	true
wh2_main_lzd_blood_sacrifice_first	You attack unexpectedly, capture the required prisoners, and rip out their hearts. The magical currents surge; the Slann Mage-Priests smile; the Great Plan advances.	Sacrifice them!	faction	1	magic.png	true
wh2_main_lzd_born_killers_first	Your fearsome warriors lay into the enemy with gusto, even when it leaves them open to attack! Even losses are part of the Great Plan and further spawnings are always possible.	Attack rather than defend	faction	1	melee.png	true
wh2_main_lzd_born_killers_second	Courage must be tempered with caution or losses will ensue. After all, you never know when the Vermintide will rise or the Ancient Enemy burst forth from the Realm of Chaos once more.	Let us not be reckless	faction	1	defence.png	true
wh2_main_lzd_charging_in_first	Your Saurus warriors fight with bravery that fills you with hope, yet they also fall in great numbers before the foe.	Let them charge headlong!	faction	1	morale.png	true
wh2_main_lzd_knowledge_regained_first	Such research uses valuable resources - resources that could otherwise be committed to the Great Plan - but strengthens the Geomantic Web. A trade-off, then…	Commit to the research	faction	1	magic.png	true
wh2_main_lzd_magic_for_blades_first	This advantage must be taken, even when it draws power from the world. The Great Plan is robust enough to survive a minor deviation such as this.	Use the magic	faction	1	weapon_damage.png	true
wh2_main_lzd_new_blood_first	A strong army is essential to the Great Plan; your ranks swell with cold-blooded Saurus warriors, devoid of pity and mercy.	Spawn Saurus warriors	faction	1	treasury.png	true
wh2_main_lzd_new_blood_second	A Hero is worth a hundred ordinary warriors; you must choose Saurus or Skink and open battle versus the internecine war of subtlety and surprise.	Spawn a new Hero	faction	1	military_spending.png	true
wh2_main_lzd_one_shot_first	The plaque is easily recovered, and the ritual successful; your Saurus Scar-Veteran will turn the blades of your enemies with even greater ease!	Mount the expedition	faction	1	agent.png	true
wh2_main_lzd_out_or_in_first	The weak, pandering Northmen are easy prey, and you recover what they have plundered with ease, expelling the tainted barbarians from Lustrian shores and back into the sea.	Destroy the interlopers' settlement	faction	1	income.png	true
wh2_main_lzd_reclaiming_the_lost_world_first	You are taking territory thought lost for many ages, and losing fewer Skinks essential to the Old Ones' Great Plan. Onwards! 	Commit to this plan	faction	1	disaster.png	true
